DGKG	DGKG
DGKH	DGKH
DGKI	DGKI
DGK-IOTA	DGKI
DGKK	DGKK
DGKQ	DGKQ
DGKZ	DGKZ
DGK-ZETA	DGKZ
DGKZP1	DGKZP1
DGLUCY	DGLUCY
D-GPCR	OR51E1
DGPCR	OR51E1
DGPT	DPAGT1
DGPT	FDFT1
DGS-A	DGCR9
DGS-B	DGCR10
DGS-C	DGCR2
DGS-D	DGCR11
DGS-G	TSSK2
DGS-H	ESS2
DGSH	ESS2
DGS-I	ESS2
DGSI	ESS2
DGS	TBX1
DGSX	GPC3
dgt3	HAUS3
DGT4	HAUS8
dgt5	HAUS5
Dgt6	HAUS6
DGUOK-AS1	DGUOK-AS1
DGUOK	DGUOK
DGU	UNG
DHAND2	HAND2
dHand	HAND2
DHAPAT	GNPAT
DHB	HELB
DHC1a	DYNC1H1
DHC1b	DYNC2H1
DHC1	DYNC1H1
DHC2	DYNC2H1
DHC3	DNAH12
DHCD1	DNHD1
DHCR14A	TM7SF2
DHCR14B	LBR
DHCR24	DHCR24
DHCR7	DHCR7
DHDDS	DHDDS
DHDH	DHDH
DHDPS2	HOGA1
DHDPSL	HOGA1
DHEAS	SULT2A1
DHEA-ST	SULT2A1
DHFR2	DHFR2
DHFR	DHFR
DHFRL1	DHFR2
DHFRP1	DHFR
DHFRP1	DHFRP1
DHFRP2	DHFRP2
DHFRP2	PSG1
DHFRP3	DHFRP3
DHFRP4	DHFR2
DHFRP5	DHFRP5
DHHBMTASE	COQ3
DHHBMT	COQ3
DHHC-11B	ZDHHC11B
DHHC-12	ZDHHC12
DHHC15	ZDHHC15
DHHC-16	ZDHHC16
DHHC-17	ZDHHC17
DHHC-18	ZDHHC18
DHHC18	ZDHHC18
DHHC19	ZDHHC19
DHHC-1	ZDHHC1
DHHC-20	ZDHHC20
DHHC20	ZDHHC20
DHHC-21	ZDHHC21
DHHC21	ZDHHC21
DHHC-23	ZDHHC23
DHHC2	ZDHHC2
DHHC-3	ZDHHC3
DHHC3	ZDHHC3
DHHC5	ZDHHC5
DHHC-6	ZDHHC6
DHHC7	ZDHHC7
DHHC8	ZDHHC8
DHHC9	ZDHHC9
DHH	DHH
DHLAG	CD74
DHLP1	DHX32
DHMN2C	HSPB3
DHMN2	HSPB8
DHOdehase	DHODH
DHODH	DHODH
DHOF	PORCN
DHP2	DNASE1L3
DHPase	DPYS
DHPDHASE	DPYD
DHP	DPYD
DHP	DPYS
DHPRP2	DPYSL2
DHPR	QDPR
DHPS	DHPS
DHQ52	IGHD7-27
DHQU	NQO1
DHQV	NQO2
Dhr1	DHX37
Dhr2	DHX8
DHRC	HELZ
DHRD	EFEMP1
DHRS10	HSD17B14
DHRS11	DHRS11
DHRS12	DHRS12
DHRS13	DHRS13
DHRS1	DHRS1
DHRS2	DHRS2
DHRS3	DHRS3
DHRS4-AS1	DHRS4-AS1
DHRS4AS1	DHRS4-AS1
DHRS4	DHRS4
DHRS4L1	DHRS4L1
DHRS4L2	DHRS4L2
DHRS5X	DHRSX
DHRS5Y	DHRSX
DHRS6	BDH2
DHRS6P1	BDH2P1
DHRS7B	DHRS7B
DHRS7C	DHRS7C
DHRS7	DHRS7
DHRS8	HSD17B11
DHRS9	DHRS9
DHRSX	DHRSX
DHRSXY	DHRSX
DHRSY	DHRSX
DHS2	KCNN4
DHS	DHPS
DHS	PIEZO1
DHSR	KDSR
DHTKD1	DHTKD1
DHTR	AR
DHTX	UVRAG
DHX15	DHX15
DHX16	DHX16
DHX29	DHX29
DHX30	DHX30
DHX32	DHX32
DHX33	DHX33
DHX34	DHX34
DHX35	DHX35
DHX36	DHX36
DHX37	DHX37
DHX38	DHX38
DHX40	DHX40
DHX40P1	DHX40P1
DHX40P1	TBC1D3P1-DHX40P1
DHX40P	DHX40P1
DHX40P	TBC1D3P1-DHX40P1
DHX57	DHX57
DHX58	DHX58
DHX8	DHX8
DHX9	DHX9
DHX9P1	DHX9P1
DHX9P	DHX9P1
DI1	AVPR2
DIA1	CYB5R3
DIA1	DIAPH1
DIA1	DIPK2A
DIA1R	DIPK2B
DIA2	DIAPH2
DIA2	DIAPH3
DIA4	NQO1
DIA6	NQO2
DIABLO	DIABLO
DIA	DIAPH2
DIA	LIF
diap3	DIAPH3
DIAPH1	DIAPH1
DIAPH2-AS1	DIAPH2-AS1
DIAPH2	DIAPH2
DIAPH3-AS1	DIAPH3-AS1
DIAPH3-AS2	DIAPH3-AS2
DIAPH3	DIAPH3
DIAR10	PLVAP
DIAR3	SPINT2
DIAR5	EPCAM
DIAR6	GUCY2C
DIAR7	DGAT1
DIAR8	SLC9A3
DIB1	TXNL4A
DIBD1	ALG9
DIC1	DNAI1
DIC2	DNAI2
DIC3	WDR63
DIC4	WDR78
DIC5	WDR34
DIC74	DYNC1I2
DICE1	INTS6
DICER1-AS1	DICER1-AS1
DICER1-AS	DICER1-AS1
DICER1	DICER1
Dicer1e	DICER1
Dicer	DICER1
DI-CMTB	DNM2
DIC	SLC25A10
DIDO1	DIDO1
DIDO2	DIDO1
DIDO3	DIDO1
DIDOD	PHIP
DIE2	ALG10
Dies1	VSIR
DIET1	MALRD1
DIETER	FOXP3
DIEXF	UTP25
DIF14	LMBR1
DIF-2	IER3
DIF2	IER3
DIF-3	GGNBP2
DIF3	GGNBP2
DIFF33	SERINC3
DIFF40	RIPOR2
DIFF48	RIPOR2
DIFF6	SEPTIN1
DIFF6	SEPTIN2
DIF	TNF
Dig2	DDIT4
DIGIT	GSC-DT
DIH3	ZFPM2
DIIIc	RHD
DIK	RIPK4
DIL-1	SPON2
DIL1	SPON2
DIL-2	TPX2
DIL2	TPX2
DILC	TFDP1
DILOS	BCL11A
DIM1	DIMT1
DIM1	TXNL4A
Dim2	TXNL4B
DIMT1	DIMT1
DIMT1L	DIMT1
DIMT1P1	DIMT1P1
DINB1	POLK
DINE	ECEL1
DING	RNF2
DINO	DINOL
DINOL	DINOL
DINP	POLK
DIO-1	DIDO1
DIO1	DIDO1
DIO1	DIO1
DIO2-AS1	DIO2-AS1
DIO2	DIO2
DIO3-AS1	DIO3OS
DIO3	DIO3
DIO3-OS	DIO3OS
DIO3OS	DIO3OS
DIOII	DIO2
DIOIII	DIO3
DIORA-1	FAM167A
DIORA-2	FAM167B
DIP1/2	DAB2IP
DIP13alpha	APPL1
DIP13B	APPL2
DIP1	CCNDBP1
DIP-1	MIB1
DIP1	MIB1
DIP1	NCKIPSD
DIP2A	DIP2A
DIP2A-IT1	DIP2A-IT1
DIP2B	DIP2B
DIP2C	DIP2C
DIP2	DIP2A
DIP2	WDR3
DIPA	CCDC85B
DIPAH3-AS2	DIAPH3-AS2
DIPAS	PAPPA-AS1
DIPB	TRIM44
DIP	GRAMD4
DIPK1A	DIPK1A
DIPK1B	DIPK1B
DIPK1C	DIPK1C
DIPK2A	DIPK2A
DIPK2B	DIPK2B
DIPLA1	PAPPA
DIP	NCKIPSD
DIPOA	MATN3
DIPP-1	NUDT3
DIPP1	NUDT3
DIPP2alpha	NUDT4
DIPP2beta	NUDT4
DIPP-2B	NUDT4
DIPP-2B	NUDT4B
DIPP2	NUDT4
DIPP3-alpha	NUDT10
DIPP3a	NUDT10
DIPP3beta	NUDT11
DIPP3b	NUDT11
DIP	PIAS2
DIPP	NUDT3
DIP	TSC22D3
DIR1	FKBPL
DIR3	AVPR2
DIRA	IL1RN
Di-Ras1	DIRAS1
DIRAS1	DIRAS1
Di-Ras2	DIRAS2
DIRAS2	DIRAS2
DIRAS3	DIRAS3
DIR	AVPR2
DIRC1	DIRC1
DIRC2	SLC49A4
DIRC3-AS1	DIRC3-AS1
DIRC3	DIRC3
DIRS1	IL20RB
DIS3	DIS3
DIS3L1	DIS3L
DIS3L2	DIS3L2
DIS3L2P1	DIS3L2P1
DIS3L2P	DIS3L2P1
DIS3L	DIS3L
dis3p	DIS3
DISC1-AS1	DISC2
DISC1	DISC1
DISC1FP1	DISC1FP1
DISC1-IT1	DISC1-IT1
DISC1OS	DISC2
DISC2	DISC2
DI	SLC4A1
DISP1	DISP1
DISP2	DISP2
DISP3	DISP3
DISPA	DISP1
DISPB	DISP2
Disp	PRSS30P
Dist1	RHBDF1
DITHP	KLHL23
Diva	BCL2L10
DIVA	COL6A4P1
DIWS	GTF2I
DIXDC1	DIXDC1
dJ1000K24.1	PGAM4
dJ1002M8.1	NAA20
dJ1002M8.3	CFAP61
dJ1005F21.2	MTG2
dJ1007G16.1	CSMD2
dJ1007G16.2	CSMD2
dJ1007G16.5	HMGB4
dJ1012F16.1	LINC00687
dJ1013A10.1	PRPF4B
dJ1013A10.3	ECI2
dJ1013A10.5	C6orf201
dJ1013A22.3	LINC01620
dJ1013A22.4	RPL37AP1
dJ1018A4.2	EYS
dJ1018D12.4	RPL31P3
dJ101A2	TP53RK
dJ1022P6.1	RPS18P1
dJ1022P6.3	EIF4EP1
dJ1028D15.2	RPL27AP
dJ1028D15.4	GTSF1L
dJ102H19.2	SMIM8
dJ102H19.4	LINC01590
dJ1033B10.14	HLA-DPA3
dJ1033B10.16	HCG25
dJ1033B10.5	VPS52
dJ1033B10.7	ZNF70P1
dJ1033B10.9	HSD17B8
dJ1033E15.2	RTL6
dJ1039K5.6	C22orf23
dJ1041C10.2	SNRPFP1
dJ1043E3.1	KIF6
dJ1049G11.3	EIF4E2P1
dJ1049G11.4	RALGAPA2
dJ1049G11	RALGAPA2
dJ1056H1.1	LRRN4
dJ1057B20.2	RPRD1B
dJ1057D4.1	SRMP1
dJ1060K6.1	RPS11P1
dJ1065O2.1	RPL41P1
dJ1065O2.2	SLC25A6P1
dJ1068E13.2	SCP2D1
dJ1068F16.1	RPL23AP6
dJ1068F16.2	SNAP25
dJ1068H6.4	PRND
dJ1069P2.3	PABPC1L
dJ106I20.2	NDUFA9P1
dJ106I20.3	RBFOX2
dJ1077I2.1	ISM1
dJ1077I5.3	HCG23
dJ1078M7.1	KANK4
dJ1085F17.3	COMMD7
dJ108K11.3	KCTD20
dJ1093G12.6	LINC00028
dJ1099D15.3	SLX4IP
DJ10	DNAJB12
dJ1100H13.4	ARHGAP40
dJ1103G7.2	C20orf96
dJ1103G7.6	NRSN2
dJ1104E15.3	MIEF1
dJ1108D11.2	TOX2
dJ1111A8.1	USH2A
dJ1116H23.2.1	TMEM230
dJ1118M15.2	VSTM2L
dJ111C20.1	RSPH3
dJ111M5.1	RPL13P
dJ111M5.3	ZNF90P2
dJ111M5.4	HCG14
dJ1125A11.2	TPM3P2
dJ1128N12.1	PGAM3P
dJ1153D9.2	GCNT7
dJ1153D9.3	FAM209A
dJ1153D9.4	FAM209B
dJ1156J9.1	DENND2C
dJ1158H2.1	EFHC2
dJ1161H23.1	ACSS2
dJ1164I10.1	ARFGEF2
dJ1167H4.1	FAM210B
dJ1167H4.5	RPL39P
dJ1178H5.1	RPL17P1
dJ1178H5.4	CFAP61
dJ1181N3.1	TP53INP2
dJ1182A14.1	ESPNP
dJ1183I21.1	OSER1
dJ1186N24.1	GPX6
dJ1186N24.3	ZBED9
dJ1186N24	GPX6
dJ1187J4.2	BPIFB9P
dJ1187J4.3	BPIFB9P
dJ1187J4.5	SNTA1
dJ1187M17.3	DDRGK1
dJ1187M17.5	FASTKD5
dJ1193N1.1	RPSAP1
DJ11	DNAJC7
DJ122O8.2	LYRM2
dJ125M3.1	RPL24P4
dJ126A5.1	DNAJC11
dJ127C7.3	ARPC5
dJ127D3.1	FMO3
dJ127L4.2	AP1B1P1
dJ127L4.3	AP1B1P2
dJ130H16.1	TBC1D10A
dJ130H16.2	TBC1D10A
dJ137F1.4	KIF6
dJ138B7.2	SGK2
dJ138B7.3	L3MBTL1
dJ139D8.5	TRERF1
dJ139G21.2	HIST1H2APS2
dJ142L7.2	TUBE1
DJ149A16.6	RTCB
DJ149L1.1.2	COL9A1
dJ149M18.1	NCR2
dJ14O9.1	ITIH6
dJ153G14.2	MCFD2P1
dJ153G14.3	ZNF391
dJ155G6.3	SNAP23P1
dJ15D7.1	RPL8P1
dJ160A22.1	HIST1H4K
dJ160A22.2	HIST1H4J
dJ160A22.3	HIST1H2BM
dJ160A22.4	HIST1H2AJ
DJ167A19.1	YIPF1
dJ167A19.4	LRRC42
dJ167O5.2	HDDC2
dJ171K16.1	SPANXD
dJ171N11.1	ARFGEF3
dJ171N11.2	PBOV1
dJ172H20.2	SEMG1
dJ182D15.1	LINC00574
dJ185D5.1	EFCAB6
dJ187J11.3	NCOA7
dJ188D3.1	KIF6
dJ189G13.1	RPL7AP12
dJ189G13.2	RPS4XP2
dJ18C9.3	HMGB3P1
dJ190I16.1	KIFAP3
dJ193B12.1	HIST1H2AM
dJ193B12.2	HIST1H2BO
dJ193B12.4	OR2B2
dJ193B12.9	HIST1H2AL
dJ196E23.2	HTATSF1
dJ199H16.1	DMC1
DJ-1	PARK7
DJ1	PARK7
dJ202D23.2	DOP1A
dJ207F6.1	NOP56P1
dJ20C7.3	KLHDC3
dJ20C7.4	RRP36
dJ20C7.5	CUL7
dJ20N2.1	ADAT2
dJ20N2.5	FUCA2
dJ20N2	ADAT2
dJ211D12.4	WFDC12
dJ211D12.5	WFDC5
dJ21F7.1	KLHL32
dJ221C16.1	HIST1H4C
dJ221C16.2	HIST1H1T
dJ221C16.3	HIST1H2BC
dJ221C16.4	HIST1H2AC
dJ221C16.5	HIST1H1E
dJ221C16.6	HIST1H2BD
dJ221C16.7	LARP1P1
dJ221C16.8	HIST1H2BE
dJ221C16.8	HIST1H2BG
dJ221C16.9	HIST1H4D
dJ222E13.1	SERHL
dJ222E13.1	SERHL2
dJ222E13.2	RRP7BP
dJ222E13.7	RNU12
dJ223E3.1	PRSS35
dJ223E5.2	NOL7
dJ225E12.1	HECA
dJ22I17.2	EYS
dJ230I3.1	SLC35F1
DJ234P15.1	COL12A1
dJ237I15.1	RIPPLY2
dJ238O23.1	TREML2
dJ238O23.3	TREML1
dJ242G1.1	UBR2
dJ248E1.1	MOXD1
dJ249I4.1	FIG4
dJ24O22.2	LINC00266-3
dJ254P11.1	ELOCP3
dJ257A7.2	PHACTR1
dJ257E24.3	OCSTAMP
dJ259A10.1	RBM24
dJ25J6.3	KRT18P1
dJ25J6.5	LINC01556
dJ261K5.1	SLC22A16
DJ262D12.2	MRPS14
dJ265C24.3	ZSCAN16
dJ265C24.4	ZNF192P1
dJ265C24.5	ZNF602P
dJ266L20.3	ERMARD
dJ266L20.5	LINC00242
dJ269M15.1	PPIAP21
dJ271M21.2	OR2H2
dJ271M21.3	RPL13AP
dJ271M21.8	GPR53P
dJ271M21	SUMO2P1
dJ272L16.1	CAMK1G
dJ273F20	FAXC
dJ274L14.2	SRP72P2
dJ281H8.1	ZC3H12D
dJ281H8.4	SUMO4
dJ283E3.1	NADK
dJ290I10.4	MRPL48P1
dJ292B18.2	MTHFD1L
dJ299F11.1	ARL14EP
dJ29K1.2	ZSCAN12
dJ29K1.3.1	ZSCAN23
dJ29K1.3	ZSCAN23
DJ-2	DNAJA1
dJ303F19.1	EYS
dJ304B14.2	EFHC1
dJ309H15.1	HDGFL1
dJ30M3.2	C6orf62
dJ30M3.3	TDP2
dJ310O13.4	XKR7
dJ310O13.5	CCM2L
dJ313I6.1	IQCB2P
dJ313I6.4	OR2B8P
dJ313I6.7	ZSCAN12P1
dJ313I6.8	ZNF601P
dJ317G22.1	KMO
dJ319D22.1	CDC5L
dJ322A24.1	FNDC1
dJ322G13.4	CSTL1
dJ322G13.6	CST11
dJ322I12.1	BTBD9
dJ323M4.1	SASH1
dJ323P24.1	SPIN2A
dJ323P24.2	SPIN2B
DJ328E19.C1.1	NBPF14
dJ329L24.1	MCM9
dJ329L24.3	MCM9
dJ330M21.3	DNPH1
dJ331H24.1	OGFRL1
dJ336K20B.1	SNRNP48
dJ336K20B.2	RPL29P1
dJ337H4.3	YIPF3
dJ337O18.4	SNX21
dJ337O18.8	SPATA25
dJ341D10.2	ARL13A
dJ341D10.3	TRMT2B
dJ341E18.2	FBXO9
dJ342K12.1	MTCO2P1
dJ347H13.2	CSDC2
DJ347H13.4	DESI1
dJ348M17.1	RPL7AP13
dJ349A12.1	UHRF1BP1
dJ34B20.13	RPS10P1
dJ34B20.16	HIST1H1PS1
dJ34B20.2	HIST1H2APS4
dJ34B20.8	HIST1H2APS3
dJ34B21.3	OARD1
dJ351K20.2	ECHDC1
DJ352A20.2	ALDH8A1
dJ353C17.2	RPL7P3
dJ353E16.2	MN1
dJ353E16.2	TTC28-AS1
dJ354J5.2	LINC00222
dJ355M6.2	TMEM217
dJ364I1.1	GNG5P2
dJ366L4.1	CCDC117
dJ366N23.1	UNC93A
dJ366N23.2	UNC93A
dJ366N23.3	TTLL2
dJ370M22.3	ENTHD1
dJ372B18.1	HNRNPA1P2
dJ377H14.2	RPL7AP7
dJ377H14.3	HLA-P
dJ377H14.4	HLA-V
dJ377H14.5	IFITM4P
dJ377H14.6	HCG9P5
dJ377H14.7	MICE
dJ377H14.8	RPL23AP1
dJ37E16.4	TRIOBP
dJ37E16.5	PDXP
dJ37E16.7	NOL12
dJ380B8.2	NRN1
dJ382I10.1	CFAP206
dJ383J4.3	CENPL
dJ388M5.2	HMGN2P9
DJ388M5.3	SULT4A1
dJ388M5.4	PNPLA5
dJ388M5	HMGN2P9
dJ388M5	PNPLA5
dJ391O22.4	ILRUN
dJ392M17.3	UBR2
dJ393D12.2	FHL5
dJ393P12.2	WASF2
dJ39B17.2	MMS22L
dJ39G22.2	TMCO2
DJ39G22.4	COL9A2
DJ3	DNAJA2
DJ3E1.1	BTN2A1
dJ400N23	PATZ1
dJ402G11.3	PLXNB2
DJ402G11.8	MOV10L1
dJ402H5.2	PTCHD4
dJ403A15.3	SOGA3
dJ408B20.2	OR2B6
dJ408B20.3	RPLP2P1
dJ40E16.3	FAM136BP
dJ412I7.1	RSPH4A
dJ413H6.1	ADTRP
dJ416F21.2	C6orf118
dJ417I1.1	ZNF451
dJ417I1.2	BAG2
dJ417L20.2	PGK2
dJ421D16.1	SMOC2
dJ423B22.1	ZC3H12A
dJ423B22.5	DNALI1
dJ427A4.2	RAMACL
dJ431A14.3	RAB44
dJ431P23.3	AFDN-DT
dJ431P23.4	LINC01558
dJ434O11.1	MBOAT1
DJ434O14.5	UTP25
dJ439I14.1	LIN28B-AS1
dJ441G21.1	RPL12P2
dJ442L6.3	CRISP3
dJ447F3.1	HNRNPA1P3
dJ447F3.2	UBE2C
dJ447F3.3	WFDC3
dJ447F3.4	DNTTIP1
dJ447F3.6	SPINT5P
dJ453C12.4.1	SYS1
dJ453C12.4	SYS1
dJ45H2.2	SYNE1
dJ45P21.6	HIST1H3PS1
dJ461P17.11	WFDC6
dJ461P17.1	WFDC8
dJ461P17.2	EPPIN
dJ461P17.5	RPL5P2
dJ461P17.6	WFDC2
DJ462O23.2	NIPAL3
dJ468K18.4	LTV1
dJ468K18.5	ZC2HC1B
dJ469A13.2	DSN1
dJ470L14.3	ARPC3P1
DJ473B4	MOSPD1
dJ473J16.2	AGPAT4
dJ474I12.C22.2	LINC00229
dJ475B7.2	LAS1L
dJ475N16.4	RPL7L1
dJ477O4.2	ERGIC3
dJ477O4.3	RPL36P4
dJ477O4.4	C20orf173
dJ47M23.1	SCML4
dJ481F12.3	RAE1
dJ482C21.1	LEMD2
dJ483K16.1	ELOVL5
dJ486I3.2	TSPYL4
dJ486L4.2	AKIRIN2
dJ493F7.3	CALHM5
dJ494G10.1	APOBEC3G
dJ495O3.1	TOX2
dJ496H19.1	PERP
DJ4	DNAJB6
dJ501N12.1	CARMIL1
dJ501N12.5	CARMIL1
DJ501N12.8	SCGN
dJ506G2.1	THOC2
dJ507I15.1	RPL36AP52
dJ508I15.2	JOSD1
dJ509I19.2	ECT2L
dJ509I19.3	ECT2L
dJ509I19.4	ACKR4P1
dJ509I19.5	ECT2L
dJ50J22.1	PNPLA1
dJ510O8.5	CLPSL2
dJ510O8.6	CLPSL1
dJ510O8.8	LHFPL5
dJ512B11.2	SNRNP48
dJ522B19.2	TXLNB
dJ523E19.1	LRRC1
dJ526I14.2	TTLL12
dJ530I15.5	RPL36P2
dJ531H16.2	DYNLT3P1
dJ531H16.4	RPS27AP2
dJ534B8.3	MRPS26
dJ537F10.1	ROR1
dJ537K23.3	UTP14A
dJ539E24.2	PTMAP6
dJ543J19.5	PRELID3B
dJ545K15.2	ARMCX3
dJ545L17.2	RAD21L1
dJ545L17.4	ACTG1P3
dJ54B20.1	SSX6P
dJ54B20.2	ZNF630
dJ54B20.6	ZNF81
dJ54G6.1	ATG3P1
dJ550H1.1	HMGB3P2
dJ551D2.5	FAM217B
dJ553F4.4	CHMP4B
dJ553F4.5	RPL31P2
dJ55C23.6	SLC18B1
dJ570F3.5	RPL12P1
dJ570F3.6	LYPLA2P1
dJ576H24.4	SIRPD
dJ579F20.1	HMGB1P1
dJ579F20.2	CTCFL
dJ579N16.4	ADM2
dJ581P3.1	SF3A3P1
DJ583P15.1.1	TNFRSF6B
dJ583P15.4	LIME1
dJ583P15.7	ZBTB46
dJ583P15.8	ZBTB46
dJ585I14.1	GAPDHP2
dJ585I14.2	TASP1
dJ591C20.1	ABHD16B
dJ591C20.7	SAMD10
dJ591C20	SAMD10
dJ595C2.1	RALGPS2
dJ595C2.2	ANGPTL1
dJ599F21.2	RPL13P2
DJ5	DNAJB7
dJ601O1.1	SPINT4
dJ601O1.3	WFDC13
dJ604K5.2	HS2ST1
dJ612B15.2	SH3GLB1
dJ614O4.3	FAM83C-AS1
dJ614O4.6	MT1P3
dJ614O4.7	FAM83C
dJ616B8.3	FAM83D
dJ620E11.4	EMILIN3
dJ622L5.7	TMEM234
dJ62D2.1	SYCP2L
dJ631M13.3	RPS3P1
dJ633O20.1	CTNNBL1
DJ63G5.1	CYTH4
dJ63M2.2	ACTL10
dJ63M2.4	NECAB3
dJ63M2.5	NECAB3
dJ63M2.6	C20orf144
dJ647M16.1	ANGPTL7
dJ64K7.1	RPS2P1
dJ657E11.4	MRTO4
dJ661I20.1	RPL12P11
DJ667H12.2	SERTAD4
dJ671D7.1	SDE2
dJ676J13.1	CYB5R4
dJ677H15.1	LRRC40
dJ677H15.2	SRSF11
dJ677H15.3	ANKRD13C
dJ680N4.3	PROKR2
dJ681N20.2	FTLP3
dJ686N3.1	DDX27
dJ687F11.3	UBE2V1P1
dJ688G8.1	RPS2P7
dJ688G8.2	WFDC9
dJ688G8.3	WFDC10A
dJ68P15A.1	ELP4
dJ694B14.3	NANP
dJ697K14.1	SRMS
dJ697K14.9	PPDPF
dJ697P8.1	FAT1P1
dJ69E11.2	RPL34P1
DJ6	DNAJB8
dJ70A9.1	AK9
dJ710H13.1	SNAI1
dJ717M23.1	KAT14
dJ718P11.1	SPTLC3
dJ718P11	SPTLC3
dJ71N10.1	AHI1
dJ726C3.1	SUN5
dJ726C3.2	BPIFB2
dJ726C3.5	BPIFB4
dJ726N1.3	RPL15P1
dJ730K3.2	MAGI3
dJ734G22.1	CASZ1
dJ734G22.2	PEX14
dJ734P14.3	TGM6
dJ734P14.5	ZNF343
dJ737E23.1	CD93
dJ738P15.3	ENTPD6
DJ742C19.2	APOBEC3B
dJ742J24.1	BTBD3
dJ746H2.1	MRPS11P1
dJ747H23.2	RWDD2A
dJ747L4.1	TBX19
dJ747L4.C1.2	SFT2D2
dJ753D5.2	RPS17P5
dJ75H8.2	MORC4
dJ75N13.1	ZNF711
dJ760C5.1	CFTR
dJ760C5.1	CFTRP1
dJ776F14.1	NSFL1C
dJ776F14.2	SIRPB2
dJ777L9.2	RPLP0P1
dJ779E11.2	ADRA1D
dJ781B1.1	KCNK15
dJ782G3.1	ILDR2
dJ785G19.1	XPOTP1
dJ794I6.2	SLC4A11
dJ794I6.3	ITPA
dJ795G23.1	TBX22
dJ798A10.2	CROCCP3
DJ79P11.1	BEX2
dJ800C24.1	RPL12P4
dJ800J21.1	RAE1
dJ800J21.2	RBM38
dJ80I19.2	OR2J1
dJ80I19.4	OR2J2
dJ80I19.5	OR2J4P
dJ80I19.6	OR2H4P
dJ80N2.1	LY86
dJ820B18.1	NCBP2L
dJ822J19.1	ENSAP1
dJ823G15.1	PPIAP10
dJ823N20.2	RPL7AP14
dJ831C21.1	GGTLC1
dJ831C21.2	GGTLC1
dJ831C21.3	POM121L3P
dJ836E8.1	SRSF10P2
dJ836N17.2	TM9SF4
dJ836N17.3	RSL24D1P6
dJ83L6.1	ZXDB
dJ842G6.1	NDUFAF5
dJ843L14.2	RPS4XP3
DJ845O24.3	PRAMEF2
dJ84N20.1	RNF217
dJ850N15.1	CSTP1
dJ854E16.1	DKKL1P1
dJ857M17.2	COX4I2
dJ858B16.2	PISD
DJ858B16	PISD
dJ858M22.1	RPS10P2
dJ85M6.3	TCP11L1
dJ85M6.4	DEPDC7
dJ860F19.2	RPL19P1
dJ860F19.4	C20orf141
dJ862K6.3	EIF4EBP2P1
dJ862P8.3	MAP3K21
dJ86C11.1	HIST1H2AH
dJ86C11.7	VN1R11P
dJ871E2.1	ZNF326
dJ872K7.2	RPL24P2
dJ872K7.6	RPS15AP1
dJ874C20.1.	ZKSCAN3
dJ874C20.1	ZKSCAN3
dJ874C20.4	PGBD1
dJ875H10.1	SAMD5
dJ881L22.1	GDAP1L1
dJ881L22.2	FITM2
dJ881L22.3	R3HDML
DJ885L7.4.1	COL9A3
dJ885L7.7	ARF4P2
dJ885L7.8	DIDO1
DJ886K2.4	LYPLA2
dJ889N15.1	VSIG1
dJ889N15.2	PSMD10
dJ88J8.3	SAR1AP1
dJ894D12.1	FAM120B
dJ894K16.1	COX6CP2
dJ901O8.2	COX7BP2
dJ908M14.2	CABLES2
dJ90A20A.1	DAAM2
DJ90G24.4	SLC5A4
dJ90G24.5	CPSF1P1
dJ90G24.6	C22orf42
DJ914P14.1	CAPN6
dJ914P20.4	PSMD10P1
dJ919F19.1	PPIL6
dJ927M24.3	RPS3P2
dJ93H18.5	CALHM6
dJ947L8.1	CSMD2
dJ94G16.1	DCBLD1
dJ94G16.2	GOPC
dJ955L16.1	RFX6
dJ95L4.1	AIG1
dJ963K23.1	KRT18P4
DJ964F7.1	ADAM33
dJ965G21.2	ABHD12
dJ967N21.5	MCM8
dJ967N21.6	CRLS1
DJ971N18.2	TMX4
dJ976O13.2	MTF2
dJ977B1.2	HNRNPA3P2
dJ97D16.2	RSL24D1P1
dJ97D16.3	HIST1H4PS1
dJ97D16.4	HIST1H2BL
dJ981L23.2	MKRN7P
dJ981L23.3	ZNF840P
dJ984P4.2	GSTM3P1
dJ994E9.1	RPS17P1
dJ994E9.2	MAS1L
dJ994E9.3	UBDP1
dJ994E9.4	OR2H1
dJ994E9.6	OR11A1
DJ994E9.8	OR12D2
dJ995J12.1.1	GDAP1L1
dJ998H6.1	CDH22
dJ999L4.1	RPL12P12
Dj-9	DNAJB11
DJ9	DNAJB11
DjA1	DNAJA1
DJA2	DNAJA2
DjB4	DNAJB4
DJBP	EFCAB6
DJC6	DNAJC6
DJC7	DNAJC7
DJS	ABCC2
DK1	DOLK
DK1	IGHD5-12
DK4	IGHD5-5
DKC1	DKC1
DKCA1	TERC
DKCA2	TERT
DKCA3	TINF2
DKCA4	RTEL1
DKCB1	NOP10
DKCB2	NHP2
DKCB3	WRAP53
DKCB4	TERT
DKCB5	RTEL1
DKCB6	PARN
DKC	DKC1
DKCX	DKC1
DK	DOLK
DKELCHL	KLHL4
DKFZP434A062	DKFZP434A062
DKFZp434D177-like	NBPF5P
DKFZP434H168	DKFZP434H168
DKFZP434I0714	MIR4453HG
DKFZP434K028	DKFZP434K028
DKFZp434K191	POM121L8P
DKFZP434L187	LINC02249
DKFZp434L192	DKFZp434L192
DKFZP434P211	POM121L9P
DKFZp451B082	DKFZp451B082
DKFZP564C196	SMG7-AS1
